Billing Country,Billing State,Browser,Created By,Device Brand,Device Type,Email Permission,Email Status,Email Status Reason,Event Type,Order Source,Order Status,Os,Os Version,Payment Method,Segment,Updated By,Discounted Price,Item Count,Quantity,Shipping,Total Amount,Unit Price
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,63900,4,2,0,30800,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,57000,3,3,0,30700,18500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,1513990,1617,3,0,30700,9850
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,81000,4,4,0,30500,12750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,110000,4,4,0,30500,25000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,131000,4,4,0,30500,30000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,77500,5,5,0,30500,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,95000,5,5,0,30500,18500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,66000,10,5,0,30500,5300
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,78400,25,5,0,30400,3400
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,111000,6,6,0,30340,17000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,139500,6,6,0,30000,22750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,126000,7,7,0,30000,17500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,9600,10,10,0,30000,650
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,452700,62,12,0,29750,6500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,500,24,24,17800,29500,1500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,438750,50,25,0,29360,6700
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,776000,40,40,0,29250,18500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,325000,50,50,0,29108,5750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,2110000,1000,1000,0,29100,1550
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,500,2000,2000,0,29050,32
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,2500,1,1,0,29000,2500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,3500,1,1,0,29000,3500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,19000,1,1,0,29000,18000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,33000,1,1,0,28900,28000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,199300,1,1,0,28800,185000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,73000,1,1,0,28800,36000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,38250,1,1,1500,28500,36750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,63500,1,1,0,28400,43700
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,35750,2,1,0,28200,15000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,1000,11,1,0,28200,13500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,134750,26,1,0,28000,1200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,899200,43,1,0,27800,11500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,30000,2,2,0,27800,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,34500,2,2,0,27800,15750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,40500,2,2,0,27760,19000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,107000,6,2,0,27500,19000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,239500,13,3,0,27500,3000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,2320850,1228,3,0,27300,11150
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,1076050,215,5,0,27200,2650
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,130250,8,8,0,27150,16000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,172000,8,8,0,27000,20500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,172000,10,10,0,27000,16000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,10000,10,10,0,27000,19750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,270000,10,10,0,27000,26500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,108400,13,13,0,27000,7200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,137800,15,15,0,26970,8200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,1611000,17,17,0,26800,79500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,430000,20,20,0,26650,20500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,82600,24,24,0,26600,2900
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,194300,24,24,0,26500,7200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,123000,74,24,0,26500,2900
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,820000,40,40,0,26250,19500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,462000,100,100,0,26200,4270
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,1016000,200,100,0,26100,4470
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,540000,300,300,0,26000,1620
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,1725000,1000,1000,0,26000,1550
Unknown,Unknown,Edge,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,18500,1,1,0,26000,17000
Unknown,Unknown,Edge,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,58600,1,1,0,26000,50000
Unknown,Unknown,Edge,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,15000,1,1,0,26000,13500
Unknown,Unknown,Edge,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,13500,1,1,0,26000,12000
Unknown,Unknown,Edge,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,4500,1,1,0,25970,3000
Unknown,Unknown,Edge,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,7400,1,1,2500,25800,4900
Unknown,Unknown,Opera,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,customer,-5,71300,113,13,0,25700,850
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,7,Bank Transfer or Bank Deposit,Unknown,-5,1200,1,1,0,25650,1200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,7,Bank Transfer or Bank Deposit,Unknown,-5,45500,2,2,0,25500,20250
Unknown,Unknown,Firefox,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,7,Bank Transfer or Bank Deposit,customer,-5,14750,5,5,0,25500,2350
Unknown,Unknown,Opera,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,7,Bank Transfer or Bank Deposit,Unknown,-5,16550,2,1,0,25500,12000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,2100,1,1,0,25500,5200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,17750,1,1,0,25250,16500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,17600,1,1,0,25250,17000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,21500,1,1,0,25250,20000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,40300,1,1,0,25000,36000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,618000,1,1,0,25000,579000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,89800,1,1,0,25000,84500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,37250,1,1,0,24950,36000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,13000,1,1,0,24900,12000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,15250,1,1,0,24750,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,17000,1,1,0,24700,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,15750,1,1,0,24600,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,16000,1,1,0,24500,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,16000,1,1,0,24500,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,28000,2,1,0,24500,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,33250,2,1,0,24500,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,30000,2,1,0,24250,15000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,51300,3,1,0,24250,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,43200,3,1,0,24250,16500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,42500,3,1,0,24130,18250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,98500,4,1,0,24000,36000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,27150,5,1,0,23900,4350
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,100800,6,1,0,23900,18000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,6900,2,2,0,23700,1500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,12100,2,2,0,23700,4500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,12800,2,2,0,23500,5050
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,30700,2,2,0,23300,14250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,37000,2,2,0,23250,17500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,50000,2,2,0,23200,24000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,27200,2,2,0,23050,11500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,27000,2,2,0,23000,12000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,7500,2,2,0,23000,3000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,114300,2,2,0,23000,50000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,6280,2,2,0,22760,1590
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,94250,7,2,0,22750,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,9200,3,3,0,22750,1500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,51000,3,3,0,22700,15750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,72900,3,3,13000,22650,23000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,114000,3,3,0,22500,18500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,96000,6,3,0,22400,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,82000,4,4,0,22250,19250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,19150,5,5,0,22000,3270
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,22500,5,5,0,22000,3000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,8200,5,5,0,22000,1200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,111000,6,6,0,22000,17000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,129300,6,6,0,22000,20250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,583650,6,6,0,22000,3192
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,7920000,121,9,0,22000,9850
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,195000,10,10,0,21800,18500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,195000,10,10,0,21750,18500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,15100,10,10,0,21750,1200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,944500,70,10,0,21750,11450
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,389900,34,34,0,21700,9400
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,460600,65,65,0,21700,5040
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,210000,210,210,0,21500,500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,1110000,600,600,0,21500,1550
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,1140000,600,600,0,21500,1550
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,14250,1,1,0,21500,13500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,17250,1,1,750,21500,15500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,17500,1,1,0,21500,16000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,18750,1,1,0,21500,17750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,20000,1,1,0,21200,19000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,28800,1,1,0,21200,24000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,13300,1,1,0,21150,12000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,30500,2,1,0,21000,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,76250,3,1,0,21000,35250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,123750,6,1,0,21000,17750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,181500,8,1,0,21000,19000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,281400,15,1,24400,21000,9500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,65100,51,1,0,21000,22500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,34500,2,2,0,21000,15750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,35000,2,2,0,20800,16500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,39700,2,2,0,20750,18750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,41000,2,2,0,20550,19000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,61500,3,3,0,20500,19500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,90000,4,4,0,20500,21500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,18950,5,5,0,20500,3350
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,41800,6,6,0,20500,6500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,165000,10,10,0,20500,15000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,27800,100,100,0,20500,250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,1905080,939,939,0,20450,1620
Unknown,Unknown,Firefox,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,XP,Bank Transfer or Bank Deposit,Unknown,-5,23900,1,1,0,20300,23000
Unknown,Unknown,Samsung Internet,-13,Unknown,D,TRUE,A,Unknown,order,checkout,processing,Linux,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,4100,1,1,0,20300,3750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,processing,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,63150,3,3,0,20250,20750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,refunded,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,24900,60,20,0,20250,260
