Billing Country,Billing State,Browser,Created By,Device Brand,Device Type,Email Permission,Email Status,Email Status Reason,Event Type,Order Source,Order Status,Os,Os Version,Payment Method,Segment,Updated By,Discounted Price,Item Count,Quantity,Shipping,Total Amount,Unit Price
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,61800,1,1,0,41250,47000
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,54900,2,1,0,41000,1200
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,42800,1,1,0,41000,40000
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,221500,1,1,0,41000,200000
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Bank Transfer or Bank Deposit,customer,-5,105250,5,5,0,41000,16750
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,refunded,Windows,8,Bank Transfer or Bank Deposit,customer,-5,51500,50,50,0,40500,600
NG,Oyo,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,subscriber,-5,12950,1,1,0,40500,10750
NG,Oyo,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,subscriber,-5,10800,1,1,0,40500,11000
NG,Oyo,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,subscriber,-5,16900,11,1,0,40500,7500
NG,Oyo,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,subscriber,-5,125800,12,2,0,40300,4750
NG,Oyo,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,subscriber,-5,49800,5,5,0,40150,7900
Unknown,Unknown,Chrome Mobile,-31,Infinix,M,TRUE,A,Unknown,order,checkout,cancelled,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,13000,1,1,0,40100,12000
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,cancelled,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,23500,1,1,0,40000,20500
Unknown,Unknown,Chrome Mobile,-31,Nokia,M,TRUE,A,Unknown,order,checkout,cancelled,Android,10,Bank Transfer or Bank Deposit,customer,-5,48500,4,1,0,40000,11500
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,cancelled,Android,11,Bank Transfer or Bank Deposit,Unknown,-5,2636000,12,12,0,39900,203000
Unknown,Unknown,Mobile Safari,-31,Apple,M,TRUE,A,Unknown,order,checkout,cancelled,iOS,13,Bank Transfer or Bank Deposit,Unknown,-5,32400,10,10,0,39800,1800
Unknown,Unknown,Mobile Safari,-31,Apple,M,TRUE,A,Unknown,order,checkout,cancelled,iOS,14,Bank Transfer or Bank Deposit,Unknown,-5,37100,12,12,0,39750,2500
Unknown,Unknown,Mobile Safari,-31,Apple,M,TRUE,A,Unknown,order,checkout,cancelled,iOS,14,Bank Transfer or Bank Deposit,Unknown,-5,49900,150,150,0,39750,190
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,10600,1,1,0,39700,10000
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,10600,1,1,0,39700,10000
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,Unknown,-5,59500,30,10,0,39600,450
Unknown,Unknown,Chrome Mobile,-31,Nokia,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,customer,-5,15250,1,1,0,39500,14000
Unknown,Unknown,Chrome Mobile,-31,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Bank Transfer or Bank Deposit,"subscriber, customer",-5,17500,1,1,0,39500,16000
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,11,Bank Transfer or Bank Deposit,Unknown,-5,16700,1,1,0,39500,15000
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,11,Bank Transfer or Bank Deposit,Unknown,-5,22750,2,1,0,39400,5500
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,11,Bank Transfer or Bank Deposit,Unknown,-5,38400,6,1,8000,39200,22500
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,completed,Android,11,Bank Transfer or Bank Deposit,Unknown,-5,500,5,5,0,39000,18500
Unknown,Unknown,Chrome Mobile,-31,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,customer,-5,4000,1,1,0,39000,3000
Unknown,Unknown,Chrome Mobile,-31,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,8,Bank Transfer or Bank Deposit,customer,-5,202000,10,10,0,39000,19000
Unknown,Unknown,Chrome Mobile,-31,vivo,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,2500,1,1,0,38900,2500
Unknown,Unknown,Chrome Mobile,-31,vivo,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,22000,30,30,0,38900,640
Unknown,Unknown,Chrome Mobile,-31,vivo,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,113000,3000,3000,0,38800,32
Unknown,Unknown,Chrome Mobile,-31,Samsung,M,TRUE,A,Unknown,order,checkout,processing,Android,10,Bank Transfer or Bank Deposit,customer,-5,8000,2,2,0,38800,3000
NG,Ogun,Chrome Mobile,-31,Generic_Android,M,TRUE,A,Unknown,order,checkout,refunded,Android,5,Bank Transfer or Bank Deposit,customer,-5,43000,2,2,0,38700,20500
NG,Imo,Opera Mobile,-31,Gionee,M,TRUE,A,Unknown,order,checkout,completed,Android,7,Bank Transfer or Bank Deposit,customer,-5,103000,2,2,0,38700,51500
NG,Kwara,Chrome Mobile,-31,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,15250,1,1,0,38700,14500
NG,Kwara,Chrome Mobile,-31,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Bank Transfer or Bank Deposit,customer,-5,276500,14,14,10500,38600,19000
Unknown,Unknown,Chrome,-31,Generic_Android_Tablet,T,TRUE,A,Unknown,order,checkout,cancelled,Android,9,Bank Transfer or Bank Deposit,customer,-5,18750,2,1,0,38500,13750
Unknown,Unknown,Chrome Mobile,-31,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay Online With Bank by Paystack,Unknown,-5,4250,1,1,0,38500,2750
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,Unknown,-5,3500,1,1,0,38500,3500
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,customer,-5,14400,1,1,0,38500,13500
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Pay with a Debit/Credit Card,customer,-5,15400,1,1,0,38500,14500
Unknown,Unknown,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,7,Pay with a Debit/Credit Card,customer,-5,21150,1,1,0,38500,20250
Unknown,Unknown,Firefox,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Pay with a Debit/Credit Card,customer,-5,57000,3,1,0,38500,12000
Unknown,Unknown,Firefox,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,8,Pay with a Debit/Credit Card,customer,-5,8000,2,2,0,38400,3000
NG,Kwara,Chrome,-31,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,7,Pay with a Debit/Credit Card,customer,-5,14500,1,1,0,38400,13750
Unknown,Unknown,Chrome Mobile,-31,Tecno,M,TRUE,A,Unknown,order,checkout,completed,Android,10,Pay with a Debit/Credit Card,Unknown,-5,14250,1,1,0,38400,11750
Unknown,Unknown,Chrome Mobile,-31,Generic_Android,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Pay with a Debit/Credit Card,customer,-5,20250,1,1,0,38250,19000
Unknown,Unknown,Chrome Mobile,-31,Generic_Android,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Pay with a Debit/Credit Card,customer,-5,68000,4,4,0,38250,15500
Unknown,Unknown,Chrome Mobile,-31,Generic_Android,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Pay with a Debit/Credit Card,customer,-5,71360,4,4,0,38200,18000
Unknown,Unknown,Chrome Mobile,-31,Tecno,M,TRUE,A,Unknown,order,checkout,processing,Android,10,Pay with a Debit/Credit Card,Unknown,-5,14750,1,1,0,38050,12750
NG,Kano,Chrome Mobile,-31,Infinix,M,TRUE,A,Unknown,order,checkout,completed,Android,9,Pay with a Debit/Credit Card,customer,-5,31200,2,2,0,38000,15000
Unknown,Unknown,Chrome Mobile iOS,-31,Apple,T,TRUE,A,Unknown,order,checkout,completed,iOS,14,Pay with a Debit/Credit Card,customer,-5,2400,1,1,0,38000,2400
Unknown,Unknown,Safari,-31,Apple,U,TRUE,A,Unknown,order,checkout,completed,Mac OS X,10,Pay with a Debit/Credit Card,Unknown,-5,44000,2,2,0,38000,21000
Unknown,Unknown,Safari,-31,Apple,U,TRUE,A,Unknown,order,checkout,completed,Mac OS X,10,Pay with a Debit/Credit Card,Unknown,-5,180000,8,8,0,37900,21500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Unknown,Unknown,-5,0,4,4,0,37700,18500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Unknown,customer,-5,0,1,1,0,37550,2400
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,cancelled,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,15000,1,1,0,37500,13500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,cancelled,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,16800,5,5,0,37500,1300
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,5000,1,1,0,37500,5000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,4000,1,1,0,37500,12000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,17500,1,1,0,37500,16500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,45700,3,1,0,37320,14000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,33900,2,2,0,37250,16250
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,51300,2,2,0,37100,22500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,26000,2,2,2000,37000,12000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,9000,2,2,0,37000,3000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,196250,10,5,0,36900,15500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,36150,15,5,0,36900,3750
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,151800,6,6,0,36800,24000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,177500,10,10,20000,36800,15750
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,204600,40,10,0,36500,6500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,622465,40,40,0,36500,15750
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,1098000,600,600,0,36480,1550
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,87500,1500,1500,0,36300,37
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,18200,1,1,0,36250,16000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,17750,1,1,0,36150,16500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,20500,1,1,0,35900,19000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,20500,1,1,0,35750,19250
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,381500,1,1,0,35750,360000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,331400,14,1,20400,35500,35000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,43000,2,2,0,35500,20250
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,31400,2,2,0,35500,14500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,46000,4,2,0,35500,17500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,215550,9,9,0,35500,22750
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,234000,15,15,0,35500,13500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,390000,24,24,0,35400,15250
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,480000,30,30,0,35400,14500
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,3442000,40,40,0,35100,80000
Unknown,Unknown,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,on-hold,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,105000,5,1,0,35000,18500
NG,Osun,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,cancelled,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,355000,20,20,0,35000,16750
NG,Lagos,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,17250,1,1,0,35000,15750
NG,Imo,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,38500,2,2,0,35000,17750
NG,Osun,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,429750,21,2,0,35000,12000
NG,Osun,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,341250,21,21,0,35000,15250
NG,Anambra,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,completed,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,1381500,150,150,0,34750,9100
NG,Lagos,Unknown,-13,Unknown,Unknown,TRUE,A,Unknown,order,checkout,processing,Unknown,Unknown,Bank Transfer or Bank Deposit,customer,-5,17250,1,1,0,34550,15750
Unknown,Unknown,Samsung Internet,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Linux,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,4400,1,1,0,34500,21000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,19250,1,1,0,34500,18250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,19250,1,1,0,34500,18250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,265800,1,1,0,34500,245000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,4500,1,1,0,34500,3000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,65400,4,2,0,34100,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,500,3,3,0,34000,17250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,10,Bank Transfer or Bank Deposit,customer,-5,32900,5,5,0,34000,4900
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,7,Bank Transfer or Bank Deposit,Unknown,-5,37320,10,10,0,34000,3192
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,7,Bank Transfer or Bank Deposit,customer,-5,48000,3,3,0,34000,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,17500,1,1,0,34000,16500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,15200,1,1,0,33900,11500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,114000,3,1,0,33550,36000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,8,Bank Transfer or Bank Deposit,Unknown,-5,227000,100,100,0,33500,1550
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,cancelled,Windows,8,Bank Transfer or Bank Deposit,customer,-5,38700,2,2,0,33500,18250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Linux,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,1000,20,20,24000,33500,18250
Unknown,Unknown,Samsung Internet,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Linux,Unknown,Bank Transfer or Bank Deposit,Unknown,-5,69000,1,1,0,33350,63000
Unknown,Unknown,Chrome,-13,Apple,D,TRUE,A,Unknown,order,checkout,completed,Mac OS X,10,Bank Transfer or Bank Deposit,Unknown,-5,1000,91,6,0,33250,7250
Unknown,Unknown,Chrome,-13,Apple,D,TRUE,A,Unknown,order,checkout,completed,Mac OS X,10,Bank Transfer or Bank Deposit,Unknown,-5,12000,10,10,0,33180,1200
Unknown,Unknown,Chrome,-13,Apple,D,TRUE,A,Unknown,order,checkout,completed,Mac OS X,10,Bank Transfer or Bank Deposit,customer,-5,440000,20,20,0,33000,20500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,3500,1,1,0,33000,3500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,6900,1,1,0,32900,4200
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,14500,1,1,0,32750,13500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,17250,1,1,0,32500,15750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,18500,1,1,0,32500,17500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,20800,1,1,0,32500,18000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,19250,1,1,0,32500,18250
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,19000,1,1,0,32400,18500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,110300,1,1,0,32350,100000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,500,1,1,0,32300,37500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,1000,1,1,0,32200,500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,208000,1,1,0,32000,200000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,7940,1,1,0,32000,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,15500,1,1,0,32000,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,38500,1,1,0,32000,37500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,3950,1,1,0,32000,2750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,25500,2,1,0,31800,9000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,32750,2,1,0,31800,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,35000,2,1,0,31500,14500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,29750,2,1,0,31500,15750
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,267800,2,1,0,31500,42000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,246600,2,1,0,31500,200000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,183900,3,1,0,31500,9500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,94000,4,1,0,31450,15000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,119000,7,1,0,31400,12000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,421400,8,1,0,31200,185000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,45150,18,1,0,31000,10500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,1000,21,1,0,31000,200000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,6000,2,2,0,31000,1500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,31500,2,2,0,31000,14000
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,35000,2,2,0,31000,16500
Unknown,Unknown,Chrome,-13,Unknown,D,TRUE,A,Unknown,order,checkout,completed,Windows,10,Bank Transfer or Bank Deposit,Unknown,-5,181000,2,2,0,31000,87000
