Billing Country (Dummy),Billing State (Dummy),Browser (Dummy),Created By (Dummy),Device Brand (Dummy),Device Type (Dummy),Email Status (Dummy),Event Type (Dummy),Order Source (Dummy),Order Status (Dummy) ,Os (Dummy),Os Version (Dummy),Payment Method (Dummy),Segment (Dummy),Updated By (Dummy),Discounted Price,Item Count,Quantity,Shipping,Total Amount,Unit Price
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,57000,3,3,0,30700,18500
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,1513990,1617,3,0,30700,9850
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,81000,4,4,0,30500,12750
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,110000,4,4,0,30500,25000
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,131000,4,4,0,30500,30000
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,77500,5,5,0,30500,14500
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,95000,5,5,0,30500,18500
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,66000,10,5,0,30500,5300
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,78400,25,5,0,30400,3400
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,111000,6,6,0,30340,17000
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,139500,6,6,0,30000,22750
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,126000,7,7,0,30000,17500
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,9600,10,10,0,30000,650
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,452700,62,12,0,29750,6500
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,500,24,24,17800,29500,1500
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,438750,50,25,0,29360,6700
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,776000,40,40,0,29250,18500
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,325000,50,50,0,29108,5750
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,2110000,1000,1000,0,29100,1550
1,1,2,1,1,3,2,2,2,1,3,2,2,1,1,500,2000,2000,0,29050,32
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,2500,1,1,0,29000,2500
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,3500,1,1,0,29000,3500
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,19000,1,1,0,29000,18000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,33000,1,1,0,28900,28000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,199300,1,1,0,28800,185000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,73000,1,1,0,28800,36000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,38250,1,1,1500,28500,36750
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,63500,1,1,0,28400,43700
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,35750,2,1,0,28200,15000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,1000,11,1,0,28200,13500
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,134750,26,1,0,28000,1200
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,899200,43,1,0,27800,11500
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,30000,2,2,0,27800,14000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,34500,2,2,0,27800,15750
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,40500,2,2,0,27760,19000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,107000,6,2,0,27500,19000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,239500,13,3,0,27500,3000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,2320850,1228,3,0,27300,11150
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,1076050,215,5,0,27200,2650
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,130250,8,8,0,27150,16000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,172000,8,8,0,27000,20500
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,172000,10,10,0,27000,16000
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,10000,10,10,0,27000,19750
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,270000,10,10,0,27000,26500
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,108400,13,13,0,27000,7200
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,137800,15,15,0,26970,8200
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,1611000,17,17,0,26800,79500
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,430000,20,20,0,26650,20500
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,82600,24,24,0,26600,2900
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,194300,24,24,0,26500,7200
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,123000,74,24,0,26500,2900
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,820000,40,40,0,26250,19500
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,462000,100,100,0,26200,4270
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,1016000,200,100,0,26100,4470
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,540000,300,300,0,26000,1620
1,1,2,1,1,3,2,2,2,1,3,2,2,2,1,1725000,1000,1000,0,26000,1550
1,1,4,1,1,3,2,2,2,1,3,2,2,1,1,18500,1,1,0,26000,17000
1,1,4,1,1,3,2,2,2,1,3,2,2,1,1,58600,1,1,0,26000,50000
1,1,4,1,1,3,2,2,2,1,3,2,2,2,1,15000,1,1,0,26000,13500
1,1,4,1,1,3,2,2,2,1,3,2,2,2,1,13500,1,1,0,26000,12000
1,1,4,1,1,3,2,2,2,1,3,2,2,2,1,4500,1,1,0,25970,3000
1,1,4,1,1,3,2,2,2,1,3,2,2,2,1,7400,1,1,2500,25800,4900
1,1,4,1,1,3,2,2,2,1,3,2,2,2,1,71300,113,13,0,25700,850
1,1,2,1,1,3,2,2,2,1,3,4,2,1,1,1200,1,1,0,25650,1200
1,1,2,1,1,3,2,2,2,1,3,4,2,1,1,45500,2,2,0,25500,20250
1,1,4,1,1,3,2,2,2,1,3,4,2,2,1,14750,5,5,0,25500,2350
1,1,4,1,1,3,2,2,2,1,3,4,2,1,1,16550,2,1,0,25500,12000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,2100,1,1,0,25500,5200
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,17750,1,1,0,25250,16500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,17600,1,1,0,25250,17000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,21500,1,1,0,25250,20000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,40300,1,1,0,25000,36000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,618000,1,1,0,25000,579000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,89800,1,1,0,25000,84500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,37250,1,1,0,24950,36000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,13000,1,1,0,24900,12000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,15250,1,1,0,24750,14500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,17000,1,1,0,24700,14500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,15750,1,1,0,24600,14500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,16000,1,1,0,24500,14500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,16000,1,1,0,24500,14500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,28000,2,1,0,24500,14000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,33250,2,1,0,24500,14500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,30000,2,1,0,24250,15000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,51300,3,1,0,24250,14000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,43200,3,1,0,24250,16500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,42500,3,1,0,24130,18250
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,98500,4,1,0,24000,36000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,27150,5,1,0,23900,4350
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,100800,6,1,0,23900,18000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,6900,2,2,0,23700,1500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,12100,2,2,0,23700,4500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,12800,2,2,0,23500,5050
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,30700,2,2,0,23300,14250
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,37000,2,2,0,23250,17500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,50000,2,2,0,23200,24000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,27200,2,2,0,23050,11500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,27000,2,2,0,23000,12000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,7500,2,2,0,23000,3000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,114300,2,2,0,23000,50000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,6280,2,2,0,22760,1590
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,94250,7,2,0,22750,14000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,9200,3,3,0,22750,1500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,51000,3,3,0,22700,15750
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,72900,3,3,13000,22650,23000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,114000,3,3,0,22500,18500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,96000,6,3,0,22400,14500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,82000,4,4,0,22250,19250
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,19150,5,5,0,22000,3270
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,22500,5,5,0,22000,3000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,8200,5,5,0,22000,1200
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,111000,6,6,0,22000,17000
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,129300,6,6,0,22000,20250
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,583650,6,6,0,22000,3192
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,7920000,121,9,0,22000,9850
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,195000,10,10,0,21800,18500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,195000,10,10,0,21750,18500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,15100,10,10,0,21750,1200
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,944500,70,10,0,21750,11450
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,389900,34,34,0,21700,9400
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,460600,65,65,0,21700,5040
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,210000,210,210,0,21500,500
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,1110000,600,600,0,21500,1550
1,1,2,1,1,3,2,2,2,1,3,3,2,1,1,1140000,600,600,0,21500,1550
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,14250,1,1,0,21500,13500
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,17250,1,1,750,21500,15500
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,17500,1,1,0,21500,16000
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,18750,1,1,0,21500,17750
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,20000,1,1,0,21200,19000
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,28800,1,1,0,21200,24000
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,13300,1,1,0,21150,12000
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,30500,2,1,0,21000,14500
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,76250,3,1,0,21000,35250
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,123750,6,1,0,21000,17750
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,181500,8,1,0,21000,19000
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,281400,15,1,24400,21000,9500
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,65100,51,1,0,21000,22500
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,34500,2,2,0,21000,15750
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,35000,2,2,0,20800,16500
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,39700,2,2,0,20750,18750
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,41000,2,2,0,20550,19000
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,61500,3,3,0,20500,19500
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,90000,4,4,0,20500,21500
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,18950,5,5,0,20500,3350
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,41800,6,6,0,20500,6500
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,165000,10,10,0,20500,15000
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,27800,100,100,0,20500,250
1,1,2,1,1,3,2,2,2,1,3,3,2,2,1,1905080,939,939,0,20450,1620
1,1,4,1,1,3,2,2,2,1,3,4,2,1,1,23900,1,1,0,20300,23000
1,1,4,1,1,3,2,2,2,3,4,1,2,1,1,4100,1,1,0,20300,3750
1,1,2,1,1,3,2,2,2,3,3,3,2,1,1,63150,3,3,0,20250,20750
1,1,2,1,1,3,2,2,2,4,3,2,2,1,1,24900,60,20,0,20250,260
1,1,4,1,1,3,2,2,2,4,3,2,2,1,1,500,5,1,0,20200,18500
1,1,4,1,1,3,2,2,2,4,3,2,2,1,1,46250,3,1,0,20200,14500
1,1,2,1,1,3,2,2,2,4,3,3,2,1,1,26600,1,1,0,20150,17000
1,1,2,1,1,3,2,2,2,4,3,3,2,2,1,82800,11,11,0,20100,7300
2,4,2,1,1,3,2,2,2,1,3,3,2,2,1,7000,2,2,0,20000,3000
2,4,2,1,1,3,2,2,2,1,3,3,2,2,1,460000,20,20,0,20000,22000
1,1,3,1,3,2,2,2,2,2,2,2,2,1,1,39750,2,1,0,20000,12500
1,1,3,1,3,2,2,2,2,2,2,2,2,1,1,34550,2,1,0,20000,14500
1,1,3,1,3,2,2,2,2,2,2,2,2,2,1,32000,2,1,0,20000,16000
1,1,3,1,4,2,2,2,2,2,2,2,2,2,1,68500,3,1,0,20000,21000
1,1,3,1,2,2,2,2,2,2,2,2,2,2,1,21750,1,1,0,20000,20250
1,1,3,1,4,2,2,2,2,2,2,4,2,1,1,15000,1,1,0,19800,14500
1,1,4,1,4,2,2,2,2,2,2,4,2,1,1,669000,17500,1500,0,19750,32
1,1,3,1,3,2,2,2,2,2,2,3,2,1,1,15750,1,1,0,19750,14750
1,1,3,1,2,2,2,2,2,2,2,3,2,1,1,79500,1,1,0,19750,75000
1,1,4,1,2,2,2,2,2,2,2,3,2,1,1,38200,1,1,0,19750,18500
1,1,3,1,2,2,2,2,2,2,2,4,2,1,1,30500,2,2,0,19700,14000
1,1,3,1,4,2,2,2,2,2,2,4,2,2,1,30500,2,1,0,19500,11750
1,1,4,1,3,2,2,2,2,2,2,4,2,1,1,34000,2,1,0,19500,13500
1,1,4,1,2,2,2,2,2,2,2,4,2,1,1,67500,4,1,0,19500,14750
1,1,4,1,4,2,2,2,2,2,4,4,2,1,1,21500,1,1,0,19500,20000
1,1,3,1,3,2,2,2,2,1,2,2,2,1,1,3500,1,1,0,19500,3500
1,1,3,1,3,2,2,2,2,1,2,2,2,1,1,15900,1,1,0,19400,15000
1,1,3,1,3,2,2,2,2,1,2,2,2,1,1,18900,1,1,0,19250,15500
1,1,3,1,3,2,2,2,2,1,2,2,2,1,1,23050,2,1,0,19250,18250
1,1,3,1,3,2,2,2,2,1,2,2,2,1,1,500,2,1,0,19250,32500
1,1,3,1,3,2,2,2,2,1,2,2,2,1,1,37550,2,1,0,19250,17500
1,1,3,1,4,2,2,2,2,1,2,2,2,1,1,26500,2,2,0,19250,11750
1,1,3,1,4,2,2,2,2,1,2,2,2,1,1,1000,1,1,0,19250,80000
1,1,3,1,2,2,2,2,2,1,2,2,2,1,1,13500,1,1,0,19250,12000
1,1,3,1,2,2,2,2,2,1,2,2,2,1,1,51000,3,3,0,19250,15750
1,1,3,1,2,2,2,2,2,1,2,2,2,1,1,87300,50,50,0,19200,500
1,1,3,1,2,2,2,2,2,1,2,2,2,1,1,97300,50,50,0,19200,700
1,1,3,1,2,2,2,2,2,1,2,2,2,1,1,172300,100,100,0,19150,500
1,1,3,1,4,2,2,2,2,1,2,2,2,1,1,34500,2,2,0,19000,15750
1,1,3,1,4,2,2,2,2,1,2,2,2,2,1,1098340,1,1,0,19000,1300000
1,1,3,1,4,2,2,2,2,1,2,2,2,2,1,12000,10,10,0,19000,1200
1,1,3,1,4,2,2,2,2,1,2,2,2,2,1,2000000,100,100,0,19000,19000
1,1,3,1,3,2,2,2,2,1,2,2,2,2,1,15000,1,1,0,19000,14000
1,1,3,1,3,2,2,2,2,1,2,2,2,2,1,29500,2,1,0,19000,13500
1,1,3,1,4,2,2,2,2,1,2,2,2,2,1,54250,3,1,0,18950,17500
1,1,3,1,4,2,2,2,2,1,2,2,2,2,1,47500,2,2,0,18900,22500
1,1,3,1,4,2,2,2,2,1,2,2,2,2,1,264000,3,3,0,18900,75000
1,1,3,1,2,2,2,2,2,1,2,2,2,2,1,16500,1,1,0,18900,15000
1,1,3,1,2,2,2,2,2,1,2,2,2,2,1,20450,1,1,0,18800,20250
1,1,3,1,2,2,2,2,2,1,2,2,2,2,1,4000,1,1,0,18750,3000
1,1,3,1,2,2,2,2,2,1,2,2,2,2,1,24130,7,1,0,18750,14500
1,1,4,1,2,2,2,2,2,1,2,2,2,1,1,14200,2,2,0,18700,5000
1,1,4,1,4,2,2,2,2,1,2,2,2,2,1,31000,2,1,0,18550,15000
1,1,4,1,4,2,2,2,2,1,2,2,2,2,1,41000,1,1,0,18500,35000
1,1,4,1,4,2,2,2,2,1,2,4,2,1,1,25000,1,1,0,18500,24000
1,1,4,1,4,2,2,2,2,1,2,4,2,1,1,80500,1,1,1000,18500,39750
1,1,4,1,4,2,2,2,2,1,2,4,2,1,1,127500,6,6,0,18500,20250
1,1,3,1,4,2,2,2,2,1,2,4,2,2,1,17500,1,1,0,18500,16500
1,1,3,1,4,2,2,2,2,1,2,4,2,1,1,1200,1,1,0,18500,1200
1,1,3,1,4,2,2,2,2,1,2,4,2,1,1,2400,1,1,0,18250,2400
1,1,3,1,4,2,2,2,2,1,2,4,2,1,1,28800,2,2,0,18250,13500
1,1,3,1,2,2,2,2,2,1,2,4,2,1,1,55100,3,1,0,18250,3500
1,1,3,1,4,2,2,2,2,1,2,4,2,2,1,23700,1,1,0,18250,18700
1,1,3,1,4,2,2,2,2,1,2,4,2,2,1,14580,1,1,0,18250,18500
1,1,3,1,4,2,2,2,2,1,2,4,2,2,1,68000,3,1,3000,18250,16500
1,1,4,1,3,2,2,2,2,1,2,4,2,2,1,60000,4,4,0,18200,14000
1,1,3,1,4,2,2,2,2,1,2,3,2,1,1,2000,1,1,0,18000,2000
1,1,3,1,4,2,2,2,2,1,2,3,2,1,1,213500,9,1,0,18000,36000
1,1,3,1,3,2,2,2,2,1,2,3,2,1,1,15000,1,1,0,18000,13500
1,1,3,1,3,2,2,2,2,1,2,3,2,1,1,24500,3,1,0,18000,14000
1,1,3,1,3,2,2,2,2,1,2,3,2,1,1,27000,2,2,0,17850,12000
1,1,3,1,3,2,2,2,2,1,2,3,2,1,1,41000,2,2,0,17750,19000
1,1,3,1,3,2,2,2,2,1,2,3,2,1,1,9000,2,2,0,17750,3000
1,1,3,1,3,2,2,2,2,1,2,3,2,1,1,42300,1000,1000,0,17750,32
1,1,3,1,4,2,2,2,2,1,2,3,2,1,1,19000,1,1,0,17750,15000
1,1,3,1,2,2,2,2,2,1,2,3,2,1,1,12750,1,1,0,17750,11750
1,1,3,1,2,2,2,2,2,1,2,3,2,1,1,15250,1,1,0,17700,14000
1,1,3,1,4,2,2,2,2,1,2,3,2,2,1,53700,1,1,0,17600,51500
1,1,3,1,2,2,2,2,2,1,2,3,2,2,1,15000,1,1,0,17500,14500
1,1,3,1,4,2,2,2,2,1,2,3,2,2,1,13350,1,1,0,17500,12250
1,1,3,1,3,2,2,2,2,1,2,4,2,1,1,10500,1,1,0,17500,10500
1,1,3,1,3,2,2,2,2,1,2,4,2,1,1,16750,1,1,0,17500,16000
1,1,3,1,3,2,2,2,2,1,2,4,2,1,1,15750,1,1,0,17500,14500
1,1,3,1,3,2,2,2,2,1,2,4,2,1,1,25500,2,2,0,17500,11750
1,1,3,1,3,2,2,2,2,1,2,4,2,1,1,31500,2,2,0,17500,14250
1,1,3,1,4,2,2,2,2,1,2,4,2,1,1,29100,2,1,0,17500,14000
1,1,3,1,4,2,2,2,2,1,2,4,2,1,1,32000,2,2,0,17400,14500
1,1,3,1,2,2,2,2,2,1,2,4,2,1,1,58000,2,1,0,17250,19000
1,1,3,1,2,2,2,2,2,1,2,4,2,1,1,31500,2,2,0,17250,14500
1,1,3,1,2,2,2,2,2,1,2,4,2,1,1,35500,2,2,0,17250,16500
1,1,3,1,2,2,2,2,2,1,2,4,2,1,1,195000,10,10,0,17250,18500
1,1,3,1,4,2,2,2,2,1,2,4,2,2,1,41500,2,2,0,17250,19500
1,1,3,1,3,2,2,2,2,1,2,4,2,2,1,17500,1,1,0,17250,16000
1,1,3,1,3,2,2,2,2,1,2,4,2,2,1,1300,1,1,0,17250,3000
1,1,3,1,3,2,2,2,2,1,2,4,2,2,1,15500,1,1,0,17250,14000
1,1,3,1,3,2,2,2,2,1,2,4,2,2,1,94000,4,4,0,17200,22500
1,1,3,1,2,2,2,2,2,1,2,4,2,2,1,17200,1,1,0,17050,16000
1,1,3,1,2,2,2,2,2,1,2,4,2,2,1,20300,1,1,0,17000,19000
1,1,4,1,3,2,2,2,2,1,2,4,2,2,1,8000,2,2,0,17000,3000
1,1,4,1,2,2,2,2,2,1,2,4,2,1,1,15350,1,1,1100,17000,14250
1,1,4,1,2,2,2,2,2,1,2,4,2,1,1,16950,1,1,0,17000,15750
1,1,4,1,4,2,2,2,2,1,2,4,2,1,1,85000,4,4,0,17000,20250
1,1,4,1,4,2,2,2,2,1,4,4,2,1,1,26000,2,2,0,17000,12000
1,1,4,1,4,2,2,2,2,1,4,4,2,1,1,68000,1,1,0,17000,68000
1,1,4,1,4,2,2,2,2,1,4,4,2,1,1,500,4,4,0,17000,14000
1,1,4,1,4,2,2,2,2,1,4,4,2,2,1,43000,2,2,0,17000,20500
1,1,4,1,4,2,2,2,2,1,4,4,2,1,1,51000,3,1,0,16950,15500
1,1,4,1,4,2,2,2,2,1,4,4,2,2,1,153900,2,1,0,16900,67600
1,1,4,1,4,2,2,2,2,1,4,4,2,2,1,235150,15,1,0,16830,9000
1,1,3,1,4,2,2,2,2,3,2,2,2,1,1,357300,4,4,0,16800,84500
1,1,3,1,4,2,2,2,2,3,2,3,2,1,1,39700,2,2,0,16800,18750
1,1,4,1,4,2,2,2,2,3,4,4,2,1,1,147550,807,2,0,16750,11150
1,1,3,1,4,2,2,2,2,4,2,2,2,1,1,18250,2,1,0,16750,12500
1,1,3,1,2,2,2,2,2,4,2,3,2,1,1,18250,1,1,0,16700,15750
2,4,3,1,4,2,2,2,2,1,2,2,2,2,1,70500,1,1,0,16700,65000
2,4,3,1,2,2,2,2,2,1,2,3,2,2,1,908600,44,44,39600,16650,19750
1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,22000,10,10,0,16500,1500
1,1,2,1,1,3,2,2,2,1,3,2,3,2,1,19400,1,1,0,16500,18500
1,1,2,1,1,3,2,2,2,1,3,2,3,2,1,36900,1,1,0,16500,36000
1,1,2,1,1,3,2,2,2,1,3,2,3,2,1,32350,1,1,0,16500,24450
1,1,2,1,1,3,2,2,2,1,3,2,3,2,1,22400,2,2,0,16500,8200
1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,2400,1,1,0,16500,2400
1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,23000,1,1,0,16500,20500
1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,19500,1,1,0,16300,18250
1,1,2,1,1,3,2,2,2,1,3,2,3,1,1,2400,1,1,0,16250,2400
1,1,2,1,1,3,2,2,2,1,3,2,3,1,1,2500,1,1,0,16250,2500
1,1,2,1,1,3,2,2,2,1,3,2,3,1,1,200,1,1,0,16250,10500
1,1,2,1,1,3,2,2,2,1,3,2,3,1,1,12750,1,1,0,16200,11750
1,1,2,1,1,3,2,2,2,1,3,2,3,1,1,18000,1,1,0,16200,16500
1,1,2,1,1,3,2,2,2,1,3,2,3,1,1,1000,1,1,0,16200,95000
1,1,2,1,1,3,2,2,2,1,3,2,3,1,1,38500,1,1,0,16000,37500
1,1,2,1,1,3,2,2,2,1,3,2,3,1,1,96000,6,6,0,16000,14500
1,1,2,1,1,3,2,2,2,1,3,2,3,2,1,1000,7,1,0,16000,13500
1,1,2,1,1,3,2,2,2,1,3,2,3,2,1,500,2001,1,0,16000,2500
1,1,2,1,1,3,2,2,2,1,3,2,3,2,1,26650,3,3,0,16000,4750
1,1,2,1,1,3,2,2,2,1,3,2,3,2,1,88400,10,10,12800,16000,8200
1,1,2,1,1,3,2,2,2,1,3,2,3,2,1,221500,400,400,0,16000,500
1,1,4,1,1,3,2,2,2,1,3,2,3,2,1,1000,6,6,0,15900,19000
1,1,2,1,1,3,2,2,2,1,3,3,3,1,1,89300,1,1,0,15750,83000
1,1,4,1,1,3,2,2,2,3,4,1,3,1,1,12250,1,1,0,15750,11500
1,1,3,1,4,2,2,2,2,1,2,2,3,1,1,3500,1,1,0,15750,3500
1,1,3,1,4,2,2,2,2,1,2,2,3,1,1,21000,1,1,0,15750,19500
1,1,3,1,4,2,2,2,2,1,2,2,3,1,1,17000,1,1,0,15750,15000
1,1,3,1,4,2,2,2,2,1,2,2,3,1,1,15000,1,1,0,15700,14000
1,1,3,1,4,2,2,2,2,1,2,2,3,1,1,500,6,6,0,15600,14750
1,1,3,1,2,2,2,2,2,1,2,2,3,1,1,500,15,15,0,15500,3900
1,1,3,1,3,2,2,2,2,1,2,2,3,2,1,15000,1,1,0,15500,14000
1,1,3,1,4,2,2,2,2,1,2,2,3,2,1,21000,1,1,0,15500,19500
1,1,3,1,4,2,2,2,2,1,2,2,3,2,1,22000,1,1,0,15500,20500
1,1,3,1,4,2,2,2,2,1,2,2,3,2,1,500,6,1,0,15500,40000
1,1,3,1,4,2,2,2,2,1,2,2,3,2,1,52500,3,3,0,15500,16000
1,1,3,1,4,2,2,2,2,1,2,2,3,2,1,36800,10,10,0,15500,2650
1,1,3,1,2,2,2,2,2,1,2,2,3,2,1,6000,5,5,0,15400,1200
1,1,3,1,4,2,2,2,2,1,2,4,3,1,1,4300,1,1,0,15400,3000
1,1,3,1,4,2,2,2,2,1,2,4,3,2,1,140000,7,7,0,15350,19000
1,1,3,1,4,2,2,2,2,1,2,4,3,2,1,144000,8,8,0,15250,17000
1,1,4,1,4,2,2,2,2,1,2,4,3,1,1,15750,1,1,0,15250,14750
1,1,3,1,2,2,2,2,2,1,2,4,3,2,1,14250,1,1,0,15250,12250
